time,ph,ntu,ntu3,ntu4,take,supply,pac
2014/5/12 18:00,7.2,33.9,0.65,0.74,7309,8760,26.68
2014/5/12 19:00,7.2,32.51,0.78,0.81,9782,9420,29.95
2014/5/12 20:00,7.2,32.47,1.05,1.04,9726,9330,25.09
2014/5/12 21:00,7.2,31.87,1,1.07,9805,9080,24.89
2014/5/12 22:00,7.2,30.64,0.93,0.99,9841,9030,29.77
2014/5/12 23:00,7.2,27.63,0.9,0.97,9835,8610,24.81
2014/5/13 0:00,7.2,26.56,0.97,1.01,9889,7480,24.67
2014/5/13 1:00,7.2,28.8,0.97,1.07,9899,6500,24.65
2014/5/13 2:00,7.2,25.62,0.79,0.91,6084,6270,24.16
2014/5/13 3:00,7.2,26.86,0.64,0.75,5807,5830,25.31
2014/5/13 4:00,7.2,29.24,0.7,0.75,5801,5470,25.34
2014/5/13 5:00,7.2,29.13,0.75,0.82,5814,5630,25.28
2014/5/13 6:00,7.2,31.54,0.76,0.83,5768,6270,25.34
2014/5/13 7:00,7.2,34.78,0.73,0.81,5738,7260,25.46
2014/5/13 8:00,7.2,44.95,0.75,0.72,7848,8330,26.46
2014/5/13 9:00,7.2,46.74,0.89,0.78,9812,8750,24.87
2014/5/13 10:00,7.2,29.56,0.82,0.83,9910,9040,24.62
2014/5/13 11:00,7.2,25.19,0.83,0.93,9974,9270,24.46
2014/5/13 12:00,7.2,23.42,1.06,1.05,9975,9290,24.46
2014/5/13 13:00,7.2,32.15,0.97,0.95,9928,8980,24.58
2014/5/13 14:00,7.2,40.06,0.97,0.95,9896,8330,29.61
2014/5/13 15:00,7.2,47.39,1.05,0.96,9894,8170,24.66
2014/5/13 16:00,7.2,48.07,0.88,0.97,9849,8110,24.77
2014/5/13 17:00,7.2,53.36,0.9,0.95,9839,8180,24.8
2014/5/13 18:00,7.2,53.54,0.91,0.97,9741,8700,30.08
2014/5/13 19:00,7.2,50.3,0.81,0.96,9759,9350,30.02
2014/5/13 20:00,7.2,54.96,0.88,0.92,9757,9590,30.03
2014/5/13 21:00,7.2,58.36,0.83,0.9,9766,9300,24.98
2014/5/13 22:00,7.2,53.85,0.83,0.88,9810,9270,29.87
2014/5/13 23:00,7.2,47.05,0.92,0.97,9875,9270,24.71
2014/5/14 0:00,7.2,39.17,0.97,1,9893,8610,29.62
2014/5/14 1:00,7.2,31.62,0.82,0.92,7453,7570,26.16
2014/5/14 2:00,7.2,31.09,0.68,0.78,5848,6720,24.16
2014/5/14 3:00,7.2,34.39,0.73,0.69,5859,6570,25.31
2014/5/14 4:00,7.2,36.45,0.85,0.69,5815,6420,25.34
2014/5/14 5:00,7.2,38.79,0.88,0.69,5776,6450,25.45
2014/5/14 6:00,7.2,40.11,0.87,0.72,5771,6930,25.49
2014/5/14 7:00,7.2,75.67,0.84,0.71,6510,7560,25.62
2014/5/14 8:00,7.2,52,0.94,0.79,9756,8960,25.01
2014/5/14 9:00,7.2,52.12,0.96,0.91,9776,9360,29.97
2014/5/14 10:00,7.2,43.86,0.9,0.85,9852,9420,24.77
2014/5/14 11:00,7.2,32.73,0.84,0.86,9959,9390,24.5
2014/5/14 12:00,7.2,32.03,0.93,0.91,9993,9180,24.42
2014/5/14 13:00,7.2,28.19,0.94,0.89,9948,9200,24.53
2014/5/14 14:00,7.2,40.83,1.06,0.95,9920,8540,24.6
2014/5/14 15:00,7.2,49.56,1.22,1.06,9911,8450,24.62
2014/5/14 16:00,7.2,51.75,1.17,1.04,9849,8550,24.77
2014/5/14 17:00,7.2,52.64,1.07,0.96,9770,8680,24.97
2014/5/14 18:00,7.2,70.65,0.91,0.91,9852,9020,29.74
2014/5/14 19:00,7.2,59.84,1.02,0.92,9763,9340,30.01
2014/5/14 20:00,7.2,67.91,0.93,0.93,9753,9360,25.02
2014/5/14 21:00,7.2,67.17,0.9,0.93,9681,9450,30.27
2014/5/14 22:00,7.2,68.87,0.9,0.96,9714,9280,30.16
2014/5/14 23:00,7.2,65.11,0.88,0.91,9830,9140,29.81
2014/5/15 0:00,7.2,55.8,0.88,0.91,9831,7940,29.8
2014/5/15 1:00,7.2,66.98,1,1.05,9405,7330,25.94
2014/5/15 2:00,7.2,32.87,0.76,0.86,5828,6440,33.46
2014/5/15 3:00,7.2,36.68,0.71,0.77,5804,5980,25.33
2014/5/15 4:00,7.2,40.24,0.8,0.75,5806,6000,16.88
2014/5/15 5:00,7.2,42.12,0.82,0.86,5790,6070,25.39
2014/5/15 6:00,7.2,46.23,0.8,0.88,5755,6210,33.88
2014/5/15 7:00,7.2,49.75,0.76,0.83,5775,7720,16.97
2014/5/15 8:00,7.2,56.48,0.78,0.82,9324,8560,26.17
2014/5/15 9:00,7.2,57.5,0.94,0.95,9707,9250,30.18
2014/5/15 10:00,7.2,55.35,0.96,0.87,9803,9670,24.89
2014/5/15 11:00,7.2,46.24,0.91,0.93,9881,9670,29.65
2014/5/15 12:00,7.2,46.05,0.96,0.94,9957,9420,29.43
2014/5/15 13:00,7.2,43.33,0.92,0.9,9959,9360,29.42
2014/5/15 14:00,7.2,37.67,0.87,0.97,9941,8720,24.54
2014/5/15 15:00,7.2,45.89,0.83,0.96,9918,8660,29.54
2014/5/15 16:00,7.2,51.37,0.89,0.9,9884,8590,29.64
2014/5/15 17:00,7.2,63.22,0.85,0.91,9789,8490,29.93
2014/5/15 18:00,7.2,61.18,0.88,0.91,9817,9030,24.85
2014/5/15 19:00,7.2,70.21,0.95,0.98,9758,9480,30.03
2014/5/15 20:00,7.2,67.96,1,0.97,9737,9850,25.06
2014/5/15 21:00,7.2,75.32,1.04,0.97,9654,9450,30.35
2014/5/15 22:00,7.2,74.87,1,0.99,9678,9490,25.21
2014/5/15 23:00,7.2,76.13,1.1,0.98,9665,9080,30.32
2014/5/16 0:00,7.2,72.87,1.14,1.02,9747,7920,25.03
2014/5/16 1:00,7.2,75.43,1.25,1.11,9669,6910,25.24
2014/5/16 2:00,7.2,44.2,0.97,1,5804,6610,25.33
2014/5/16 3:00,7.2,41.82,0.81,0.89,5845,5830,25.15
2014/5/16 4:00,7.2,48.25,0.77,0.91,5811,5750,25.3
2014/5/16 5:00,7.2,52.12,0.78,0.91,5783,5950,33.72
2014/5/16 6:00,7.2,54.13,0.81,0.91,5818,6630,25.27
2014/5/16 7:00,7.2,66.65,0.8,0.94,9187,8280,26.56
2014/5/16 8:00,7.2,66.82,1.09,1.11,9705,9060,30.19
2014/5/16 9:00,7.2,65.89,1.05,1.03,9669,9530,25.24
2014/5/16 10:00,7.2,59.28,1.01,0.99,9778,9780,29.97
2014/5/16 11:00,7.2,52.29,1.07,1.09,9869,9670,29.69
2014/5/16 12:00,7.2,54.37,1.17,1.27,9911,9060,29.56
2014/5/16 13:00,7.2,60.45,1.28,1.39,9934,8950,29.49
2014/5/16 14:00,7.2,52.65,1.22,1.29,9915,8510,29.55
2014/5/16 15:00,7.2,48.77,1.15,1.28,9881,8510,29.65
2014/5/16 16:00,7.2,51.18,1.15,1.28,9913,8500,24.61
2014/5/16 17:00,7.2,60.22,1.2,1.34,9863,8420,29.71
2014/5/16 18:00,7.2,54.21,0.97,1.07,7583,8760,32.18
2014/5/16 19:00,7.2,48.53,0.79,0.92,5779,9370,25.44
2014/5/16 20:00,7.2,57.45,0.88,0.86,8003,9170,30.49
2014/5/16 21:00,7.2,58.39,1.03,1.01,9707,9190,30.18
2014/5/16 22:00,7.2,58.43,1.01,1.07,9624,9080,30.44
2014/5/16 23:00,7.2,58.38,1.02,1.07,9639,8800,30.4
2014/5/17 0:00,7.2,59.16,1.01,1.07,9701,7780,25.15
2014/5/17 1:00,7.2,51.85,1.06,1.07,9727,6780,30.12
2014/5/17 2:00,7.2,40.33,1.09,1.09,7527,6330,32.42
2014/5/17 3:00,7.2,35.96,0.96,0.98,5812,6110,25.29
2014/5/17 4:00,7.2,34.07,0.82,0.97,5799,5640,25.35
2014/5/17 5:00,7.2,36.02,0.79,1.01,5811,5590,25.3
2014/5/17 6:00,7.2,42.31,0.76,1.02,5820,6150,33.51
2014/5/17 7:00,7.2,46.35,0.69,0.99,5792,7580,25.38
2014/5/17 8:00,7.2,48.08,0.73,1.04,8744,8450,27.9
2014/5/17 9:00,7.2,49.12,1.02,1.22,9712,9160,30.17
2014/5/17 10:00,7.2,50.65,0.95,1.07,9714,9490,25.12
2014/5/17 11:00,7.2,45.28,0.94,1.03,9766,9230,30
2014/5/17 12:00,7.2,46.34,0.93,1.07,9902,9270,29.59
2014/5/17 13:00,7.2,51.09,0.88,1.03,9963,9020,29.41
2014/5/17 14:00,7.2,48.13,0.9,1.03,9932,8400,29.5
2014/5/17 15:00,7.2,46.11,0.96,1.05,9963,8190,29.41
2014/5/17 16:00,7.2,40.81,1.06,1.08,9918,8170,29.54
2014/5/17 17:00,7.2,47.14,0.98,1.12,9842,8580,24.79
2014/5/17 18:00,7.2,51.01,1.04,1.21,9776,9040,24.96
2014/5/17 19:00,7.2,48.46,1.15,1.28,9750,9230,25.03
2014/5/17 20:00,7.2,51.82,1.26,1.39,9722,9050,30.14
2014/5/17 21:00,7.2,47.97,1.1,1.16,8666,8760,22.5
2014/5/17 22:00,7.2,37.56,0.95,1.03,5757,8420,25.53
2014/5/17 23:00,7.2,40.32,0.85,0.93,5709,8190,34.16
2014/5/18 0:00,7.2,41.46,0.85,0.91,5726,7420,25.67
2014/5/18 1:00,7.2,42.97,1.02,0.97,8283,6830,29.46
2014/5/18 2:00,7.2,40.01,1.47,1.45,9759,5860,25
2014/5/18 3:00,7.2,30.84,0.97,1.05,6256,5870,31.17
2014/5/18 4:00,7.2,27.5,0.67,0.79,5810,5480,25.3
2014/5/18 5:00,7.2,30.99,0.65,0.77,5804,5520,33.6
2014/5/18 6:00,7.2,35.08,0.67,0.81,5797,6180,25.36
2014/5/18 7:00,7.2,35.85,0.7,0.85,5723,7210,31.17
2014/5/18 8:00,7.2,42.65,0.76,0.88,9237,7770,31.72
2014/5/18 9:00,7.2,45.45,0.96,1,9715,8870,30.16
2014/5/18 10:00,7.2,47.91,0.87,0.95,9673,9300,30.29
2014/5/18 11:00,7.2,49.99,0.78,0.89,9735,8940,30.1
2014/5/18 12:00,7.2,48.04,1.07,1.11,9808,8610,29.87
2014/5/18 13:00,7.2,38.96,1.05,1.02,9907,8180,24.63
2014/5/18 14:00,7.2,39.41,1.17,1.01,9977,7750,29.37
2014/5/18 15:00,7.2,34.26,1.04,0.99,9995,7310,29.31
2014/5/18 16:00,7.2,32.08,0.86,0.9,6206,7350,31.42
2014/5/18 17:00,7.2,38.9,0.71,0.79,5861,7610,25.08
2014/5/18 18:00,7.2,43.58,0.74,0.78,5860,8110,33.28
2014/5/18 19:00,7.2,41.69,0.73,0.83,5845,8610,33.36
2014/5/18 20:00,7.2,54.04,0.82,0.9,9714,8850,25.12
2014/5/18 21:00,7.2,52.15,1.07,1.18,9752,8770,25.02
2014/5/18 22:00,7.2,57.6,1.17,1.28,9731,8830,30.11
2014/5/18 23:00,7.2,62.51,1.06,1.24,9729,8400,30.12
2014/5/19 0:00,7.2,68.85,0.99,1.1,9681,7420,25.2
2014/5/19 1:00,7.2,67.21,1.1,1.15,9118,6600,26.76
2014/5/19 2:00,7.2,62.13,0.92,1.08,5782,6400,25.42
2014/5/19 3:00,7.2,59.86,0.83,0.95,5752,6180,25.56
2014/5/19 4:00,7.2,56.89,0.83,0.94,5784,5660,33.71
2014/5/19 5:00,7.2,55.54,0.83,0.95,5844,5680,25.15
2014/5/19 6:00,7.2,59.93,0.78,0.89,5768,5980,25.49
2014/5/19 7:00,7.2,65.01,0.8,0.89,6888,7700,28.31
2014/5/19 8:00,7.2,71.08,0.99,0.97,9723,8740,25.1
2014/5/19 9:00,7.3,76.29,1.06,1.04,9740,9120,30.08
2014/5/19 10:00,7.3,79.96,0.86,0.89,9693,9500,25.22
2014/5/19 11:00,7.3,85.98,0.89,0.98,9660,9230,30.33
2014/5/19 12:00,7.3,87.68,1.05,1.11,9707,9270,25.14
2014/5/19 13:00,7.3,84.32,1.04,1.1,9810,9160,24.87
2014/5/19 14:00,7.3,58.75,1.09,1.24,9909,8380,29.57
2014/5/19 15:00,7.3,50.09,1.02,1.14,9936,8260,24.56
2014/5/19 16:00,7.3,50.29,1.18,1.32,9887,8640,29.63
2014/5/19 17:00,7.3,69.18,1.27,1.32,9888,8780,35.93
2014/5/19 18:00,7.3,81.28,1.38,1.5,9852,8870,60.03
2014/5/19 19:00,7.3,94.9,1.37,1.53,9789,9360,24.93
2014/5/19 20:00,7.3,95.55,1.36,1.46,9828,8930,34.8
2014/5/19 21:00,7.3,91.84,1.18,1.33,9791,8760,29.93
2014/5/19 22:00,7.3,97.84,0.96,1.07,7544,8370,25.51
2014/5/19 23:00,7.3,97.77,0.82,0.9,4576,8200,42.61
2014/5/20 0:00,7.3,120.93,0.73,0.82,5751,7570,33.91
2014/5/20 1:00,7.3,130.97,0.73,0.77,5755,6870,25.54
2014/5/20 2:00,7.3,142.82,0.81,0.83,5716,6190,25.72
2014/5/20 3:00,7.3,146.3,0.82,0.86,5781,5830,25.43
2014/5/20 4:00,7.3,140.33,0.85,0.86,5777,5640,33.75
2014/5/20 5:00,7.3,132.89,0.81,0.86,5798,5600,33.63
2014/5/20 6:00,7.3,129,0.73,0.76,5801,5850,33.61
2014/5/20 7:00,7.3,150.66,0.73,0.74,9703,7890,30.2
2014/5/20 8:00,7.3,162.7,1.15,1.18,9754,8550,35.06
2014/5/20 9:00,7.3,179.01,1.23,1.26,9733,8750,40.17
2014/5/20 10:00,7.3,185.68,1.15,1.15,9717,8870,40.24
2014/5/20 11:00,7.3,168.36,1.11,1.2,9700,9020,40.31
2014/5/20 12:00,7.3,162.2,1.14,1.21,9699,9030,35.26
2014/5/20 13:00,7.3,175.03,1.23,1.3,9707,8690,40.28
2014/5/20 14:00,7.3,163.3,1.41,1.56,9823,8000,39.8
2014/5/20 15:00,7.3,123.94,1.4,1.42,9860,7330,49.49
2014/5/20 16:00,7.3,93.81,1.44,1.55,9884,7690,39.56
2014/5/20 17:00,7.3,95.37,1.54,1.64,9890,8040,44.49
2014/5/20 18:00,7.3,93.16,1.12,1.2,6269,8630,46.74
2014/5/20 19:00,7.3,116.62,0.85,0.95,5848,8820,41.72
2014/5/20 20:00,7.3,138.66,0.81,0.87,6697,8750,43.75
2014/5/20 21:00,7.3,162.74,0.95,0.98,9770,8560,45.04
2014/5/20 22:00,7.3,173.76,1.24,1.27,9674,8620,45.48
2014/5/20 23:00,7.3,171.94,1.23,1.36,9715,8540,40.25
2014/5/21 0:00,7.3,179.48,1.23,1.28,9686,7180,45.43
2014/5/21 1:00,7.3,192.5,1.19,1.31,9635,6640,45.67
2014/5/21 2:00,7.3,174.76,0.88,0.97,5846,6300,41.74
2014/5/21 3:00,7.3,170.33,0.78,0.85,5716,6260,42.69
2014/5/21 4:00,7.3,168.16,0.74,0.8,5770,5970,42.29
2014/5/21 5:00,7.3,155.84,0.76,0.81,5832,5910,41.84
2014/5/21 6:00,7.3,137.35,0.77,0.8,5772,6090,42.27
2014/5/21 7:00,7.3,131.99,0.78,1.29,5778,7390,42.23
2014/5/21 8:00,7.3,144.67,1,0.94,9058,8520,48.58
2014/5/21 9:00,7.3,151.39,1.7,1.79,9743,8670,45.16
2014/5/21 10:00,7.3,152.53,1.67,1.73,9663,8750,55.57
2014/5/21 11:00,7.3,161.81,1.59,1.58,9681,8850,50.41
2014/5/21 12:00,7.3,163.81,1.55,1.56,9635,9040,55.73
2014/5/21 13:00,7.3,163.31,1.51,1.5,9666,8790,50.49
2014/5/21 14:00,7.3,166.77,1.44,1.35,9689,8470,50.49
2014/5/21 15:00,7.3,150.03,1.35,1.24,9785,8360,54.88
2014/5/21 16:00,7.3,114.14,1.54,1.46,9820,8710,49.69
2014/5/21 17:00,7.2,91.87,1.53,1.46,9843,8690,54.56
2014/5/21 18:00,7.2,99.19,1.65,1.51,9830,8910,49.64
2014/5/21 19:00,7.2,107.24,1.84,1.68,9840,9250,54.57
2014/5/21 20:00,7.2,123.59,1.95,1.76,9795,9100,54.82
2014/5/21 21:00,7.2,134.78,1.93,1.73,9762,9270,55.01
2014/5/21 22:00,7.2,140.58,1.83,1.88,9746,9030,60.13
2014/5/21 23:00,7.2,157.37,1.85,1.89,9676,8790,60.13
2014/5/22 0:00,7.2,145.78,1.69,1.93,9654,7740,60.7
2014/5/22 1:00,7.2,131.99,1.28,1.47,6760,7290,50.59
2014/5/22 2:00,7.2,131.67,0.93,1.05,5692,6560,51.48
2014/5/22 3:00,7.2,133.54,0.85,0.87,5698,5860,51.42
2014/5/22 4:00,7.2,143.6,0.83,0.89,5716,5750,51.26
2014/5/22 5:00,7.2,137.94,0.87,0.95,5702,5910,51.39
2014/5/22 6:00,7.2,131.89,0.89,0.96,5763,6470,50.84
2014/5/22 7:00,7.2,147.66,0.91,0.97,6470,7840,45.29
2014/5/22 8:00,7.2,116.32,1.47,1.28,9767,8780,54.98
2014/5/22 9:00,7.2,115.01,1.67,1.66,9760,9300,55.02
2014/5/22 10:00,7.2,116.68,1.34,1.41,9693,9530,55.4
2014/5/22 11:00,7.2,127.73,1.6,1.45,9718,9770,55.26
2014/5/22 12:00,7.2,137.96,1.48,1.68,9729,9480,55.2
2014/5/22 13:00,7.2,146.67,1.46,1.49,9686,8920,50.38
2014/5/22 14:00,7.2,147.36,1.64,1.58,9650,8410,55.65
2014/5/22 15:00,7.2,150.96,1.74,1.71,9680,8680,55.48
2014/5/22 16:00,7.2,157.02,1.87,1.86,9701,8650,55.36
2014/5/22 17:00,7.2,148,1.39,1.45,9806,8640,59.76
2014/5/22 18:00,7.2,132.92,1.65,1.68,9825,8730,49.67
2014/5/22 19:00,7.2,124.21,1.36,1.51,9819,8890,49.7
2014/5/22 20:00,7.2,129.61,1.31,1.43,9796,9010,54.82
2014/5/22 21:00,7.2,140.8,1.26,1.51,9795,8710,49.82
2014/5/22 22:00,7.2,144.39,1.35,1.51,9765,8720,54.99
2014/5/22 23:00,7.2,137.63,1.38,1.54,9771,8160,49.94
2014/5/23 0:00,7.2,132.92,1.34,1.5,9714,7620,55.28
2014/5/23 1:00,7.2,124.41,1.25,1.33,6896,6950,49.59
2014/5/23 2:00,7.2,132.68,0.87,1.06,5730,6510,51.13
2014/5/23 3:00,7.2,134.64,0.76,0.92,5732,6010,51.12
2014/5/23 4:00,7.2,141.76,0.78,0.91,5697,5850,60.03
2014/5/23 5:00,7.2,134.07,0.78,0.89,5697,5850,51.12
2014/5/23 6:00,7.2,122.36,0.73,0.85,5745,5810,51
2014/5/23 7:00,7.2,126.75,0.77,0.91,8315,7540,46.9
2014/5/23 8:00,7.2,117.72,1.48,1.75,9798,8450,49.81
2014/5/23 9:00,7.1,117.41,1.44,1.67,9786,8890,59.88
2014/5/23 10:00,7.1,133,1.58,1.66,9800,8950,49.8
2014/5/23 11:00,7.1,125.31,1.35,1.65,9807,8880,54.76
2014/5/23 12:00,7.1,145.44,1.57,1.96,9763,8510,55
2014/5/23 13:00,7.1,151.27,1.69,1.98,9742,8550,55.12
2014/5/23 14:00,7.1,147.26,1.89,2.17,9725,7760,60.26
2014/5/23 15:00,7.1,166.6,2.1,2.28,9688,7680,65.55
2014/5/23 16:00,7.1,165.83,1.28,1.34,5951,7750,65.7
2014/5/23 17:00,7.1,164.7,0.98,1.01,5775,8130,50.74
2014/5/23 18:00,7.1,170.61,0.81,0.94,5755,8530,50.91
2014/5/23 19:00,7.1,178.25,1.06,1.22,9585,8970,50.91
2014/5/23 20:00,7.1,172.18,1.81,1.97,9831,8950,54.62
2014/5/23 21:00,7.1,184.81,1.89,2.04,9829,8890,54.63
2014/5/23 22:00,7.1,190.93,1.92,2.11,9816,8940,54.71
2014/5/23 23:00,7.1,195,1.96,2.12,9779,8370,59.92
2014/5/24 0:00,7.1,204.59,1.89,2.06,9789,7670,64.87
2014/5/24 1:00,7.1,224.86,1.98,2.25,9580,7080,61.17
2014/5/24 2:00,7.1,196.25,1.43,1.51,5806,6280,58.9
2014/5/24 3:00,7.1,206.44,1.07,1.18,5790,6360,59.07
2014/5/24 4:00,7.1,218.83,0.95,1.1,5776,5930,50.73
2014/5/24 5:00,7.1,225.19,0.92,1.05,5748,5850,68.02
2014/5/24 6:00,7.1,235.74,0.79,0.98,5749,6160,59.49
2014/5/24 7:00,7.1,262.65,0.83,0.94,7832,7690,62.31
2014/5/24 8:00,7.1,273.28,1.89,2.11,9788,8280,64.88
2014/5/24 9:00,7.1,289.21,1.94,1.89,9881,8660,59.31
2014/5/24 10:00,7.1,297.24,1.6,1.72,9888,9030,69.07
2014/5/24 11:00,7.1,328.64,1.34,1.39,9831,8930,59.61
2014/5/24 12:00,7.1,359.9,1.56,1.57,9859,9030,64.41
2014/5/24 13:00,7.1,391.64,1.46,1.5,9856,8980,59.46
2014/5/24 14:00,7.1,436.56,1.38,1.39,9829,8280,64.6
2014/5/24 15:00,7.1,489.75,1.4,1.47,9837,8260,59.57
2014/5/24 16:00,7.1,549.76,1.41,1.5,9724,8390,65.3
2014/5/24 17:00,7.1,594.82,1.65,1.76,9798,8740,64.81
2014/5/24 18:00,7.1,619.47,1.82,1.89,9740,9060,65.2
2014/5/24 19:00,7.1,632.39,2.11,2.11,9773,9430,69.99
2014/5/24 20:00,7.1,632.22,2.55,2.27,9881,9610,74.08
2014/5/24 21:00,7.1,625.78,2.69,2.51,9899,9260,74.05
2014/5/24 22:00,7.1,634.67,2.81,2.72,9901,8960,78.88
2014/5/24 23:00,7.1,633.2,2.96,2.95,9854,8920,74.39
2014/5/25 0:00,7.1,591.39,1.79,1.79,6502,7820,82.59
2014/5/25 1:00,7.1,585.43,1.39,1.44,5833,7060,75.43
2014/5/25 2:00,7.1,597.3,1.51,1.43,5815,6230,67.07
2014/5/25 3:00,7.1,645.46,1.13,1.01,5806,6180,75.78
2014/5/25 4:00,7.1,674.94,1.01,0.94,5818,5940,75.63
2014/5/25 5:00,7.1,714.44,0.95,1.01,5829,5760,75.48
2014/5/25 6:00,7.1,783.48,1.29,1.38,5817,6220,67.04
2014/5/25 7:00,7.1,868.36,3.14,3.05,9355,7530,83.48
2014/5/25 8:00,7.1,838.39,3.17,3.24,9802,8430,99.67
2014/5/25 9:00,7.1,783.84,3.07,3.56,9863,9240,99.06
2014/5/25 10:00,7.1,751.19,2.48,2.7,9879,9260,113.68
2014/5/25 11:00,7.1,756.05,2.38,2.72,9827,9290,109.29
2014/5/25 12:00,7.1,766.25,2.42,2.75,9842,9210,104.25
2014/5/25 13:00,7.1,743.12,2.26,2.5,9809,8510,114.49
2014/5/25 14:00,7.1,745.66,2.46,3.18,9782,8240,109.79
2014/5/25 15:00,7.1,750.03,2.82,3.26,9738,8170,120.35
2014/5/25 16:00,7.1,766.51,3.55,3.81,9771,8140,114.93
2014/5/25 17:00,7.1,765.93,2.93,3.24,9740,8420,120.33
2014/5/25 18:00,7.1,760.2,2.86,2.98,9692,8880,120.92
2014/5/25 19:00,7.1,769.6,3.76,3.73,9757,9530,115.1
2014/5/25 20:00,7.1,773.97,3.86,3.76,9677,9330,121.11
2014/5/25 21:00,7.1,768.76,3.81,3.86,9717,9220,115.57
2014/5/25 22:00,7.1,720.03,4.19,3.87,9692,8880,120.92
2014/5/25 23:00,7.1,685.56,3.96,3.66,9735,8900,120.39
2014/5/26 0:00,7.1,688.61,3.62,3.6,9740,8070,120.33
2014/5/26 1:00,7.1,682.04,3.81,3.73,9662,6920,121.3
2014/5/26 2:00,7.1,654.91,1.75,1.72,5724,6230,145
2014/5/26 3:00,7.1,631.97,1.4,1.39,5732,5860,93.68
2014/5/26 4:00,7.1,611.55,1.34,1.31,5665,5720,94.79
2014/5/26 5:00,7.1,591.91,1.21,1.19,5690,5980,85.76
2014/5/26 6:00,7.1,581.28,1.73,1.63,5700,6460,93.68
2014/5/26 7:00,7,602.44,2.32,2.17,7097,8020,137.66
2014/5/26 8:00,7,554.87,3.84,3.8,9672,9220,131.31
2014/5/26 9:00,7.1,499.32,3.75,3.79,9744,9790,135.26
2014/5/26 10:00,7.1,446.6,2.75,2.77,9800,10140,124.59
2014/5/26 11:00,7.1,361.17,2.45,3.19,9788,10150,124.74
2014/5/26 12:00,7.1,419.49,2.48,3.25,9757,9610,120.12
2014/5/26 13:00,7.1,466.27,2.32,2.95,9730,9320,125.49
2014/5/26 14:00,7.1,478.32,2.19,3.03,9669,9050,121.21
2014/5/26 15:00,7.1,488.59,2.77,3.4,9662,9110,121.3
2014/5/26 16:00,7.1,486.89,2.81,3.38,9590,8760,127.32
2014/5/26 17:00,7,480.91,2.7,3.2,9575,8770,122.4
2014/5/26 18:00,7,475.08,2.82,3.37,9604,9210,106.83
2014/5/26 19:00,7,476.41,2.87,3.2,9582,9770,101.96
2014/5/26 20:00,7,466.07,3.43,3.36,9520,9970,107.77
2014/5/26 21:00,7,443.15,3.08,2.91,9565,9580,112.28
2014/5/26 22:00,7,433.7,3.14,2.95,9664,9840,106.17
2014/5/26 23:00,7,405.59,3.09,2.91,9643,9230,106.4
2014/5/27 0:00,7,385.37,3.07,3,9656,7820,106.26
2014/5/27 1:00,7,368.5,2.7,2.39,9590,7230,106.99
2014/5/27 2:00,7,384.46,3.09,2.81,9586,6520,96.81
2014/5/27 3:00,7,390.37,3.32,2.65,9602,6330,106.85
2014/5/27 4:00,7,380,2.34,1.89,7866,6110,93.19
2014/5/27 5:00,7,364.35,1.64,1.24,5641,6050,112.57
2014/5/27 6:00,7,380.4,1.24,1.02,5631,6350,104.07
2014/5/27 7:00,7,405.64,1.86,2.35,8501,8140,109.05
2014/5/27 8:00,7,396.75,2.68,2.67,9516,8940,107.82
2014/5/27 9:00,7.1,353.57,2.71,2.65,9670,9460,111.07
2014/5/27 10:00,7.1,260.72,2.23,2.57,9723,9700,105.52
2014/5/27 11:00,7.1,192.34,2.18,2.54,9858,9590,104.08
2014/5/27 12:00,7.1,202.41,2.56,2.36,9810,9500,99.59
2014/5/27 13:00,7.1,222.18,2.64,2.36,9795,9550,104.75
2014/5/27 15:00,7.1,278.96,2.56,2.66,19539,17990,97.5
2014/5/27 16:00,7.1,285.8,2.63,2.54,9678,9000,100.95
2014/5/27 17:00,7.1,316.17,2.7,2.64,9676,9300,95.8
2014/5/27 18:00,7.1,312.93,2.82,2.62,9701,9450,95.56
2014/5/27 19:00,7.1,314.11,2.73,2.5,9629,9510,25.34
2014/5/27 20:00,7.1,314,2.69,2.65,9597,9690,101.7
2014/5/27 21:00,7.1,311.08,2.37,2.44,9611,9210,96.45
2014/5/27 22:00,7.1,298.59,2.07,2.23,9638,9390,96.18
2014/5/27 23:00,7.1,271.25,1.81,2.04,9678,8930,95.78
2014/5/28 0:00,7.1,221.53,1.8,2.14,9705,8300,90.57
2014/5/28 1:00,7.1,195.75,1.81,2.18,9734,6769,90.3
2014/5/28 2:00,7.1,195.41,1.85,2.03,9728,6477,100.43
2014/5/28 3:00,7.1,190.58,1.36,1.52,7622,6121,89.74
2014/5/28 4:00,7.1,199.25,0.93,0.92,5652,5882,86.34
2014/5/28 5:00,7.1,213.54,0.78,0.81,5629,6235,78.17
2014/5/28 6:00,7.1,227.71,0.85,0.85,5612,6446,78.4
2014/5/28 7:00,7.1,249.66,1.11,1.12,8983,8391,100.43
2014/5/28 8:00,7.1,258.18,1.91,1.92,9635,9072,91.23
2014/5/28 9:00,7.1,258.76,1.79,1.82,9696,9058,85.6
2014/5/28 10:00,7.1,171.53,1.73,1.62,9759,10024,85.05
2014/5/28 11:00,7.1,139.85,2.01,1.88,9812,9540,89.58
2014/5/28 12:00,7.1,134.39,1.83,1.95,9866,9707,89.09
2014/5/28 13:00,7.1,134.48,1.86,1.8,9898,9409,85.05
